,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
6593,80,retired,married,basic.4y,no,no,no,cellular,may,mon,1,3,3,success,-1.8,93.876,-40.0,0.697,5008.7
6594,42,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
6595,26,admin.,married,high.school,no,yes,no,cellular,nov,fri,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5
6596,51,technician,single,university.degree,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
6597,36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
6598,32,services,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6599,66,retired,married,high.school,no,unknown,unknown,cellular,mar,tue,3,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7
6600,68,retired,divorced,professional.course,no,yes,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5
6601,44,services,divorced,high.school,no,yes,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
6602,80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
6603,71,retired,married,high.school,no,no,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6
6604,62,management,divorced,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
6605,31,unemployed,single,university.degree,no,yes,no,cellular,jul,tue,1,6,3,success,-1.7,94.215,-40.3,0.835,4991.6
6606,61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6607,34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5
6608,50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
6609,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
6610,36,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
6611,31,student,single,unknown,no,no,no,cellular,may,thu,2,999,1,failure,-1.8,93.876,-40.0,0.677,5008.7
6612,28,management,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
6613,37,management,married,university.degree,no,yes,no,cellular,jul,fri,1,6,1,success,-1.7,94.215,-40.3,0.896,4991.6
6614,27,admin.,single,university.degree,no,yes,no,cellular,jun,fri,2,999,1,failure,-1.7,94.055,-39.8,0.748,4991.6
6615,44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,2,6,1,success,-3.4,92.649,-30.1,0.719,5017.5
6616,34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,1,6,3,success,-1.8,93.369,-34.8,0.652,5008.7
6617,39,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
6618,45,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
6619,46,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6620,42,technician,married,professional.course,no,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6
6621,34,management,married,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
6622,32,services,single,unknown,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6
6623,32,services,married,high.school,no,yes,no,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6624,39,technician,single,professional.course,no,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
6625,30,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
6626,58,retired,married,basic.4y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
6627,23,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,4,999,1,failure,-1.7,94.215,-40.3,0.846,4991.6
6628,34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5
6629,36,management,divorced,university.degree,no,yes,no,cellular,jun,mon,1,3,4,success,-1.7,94.055,-39.8,0.72,4991.6
6630,48,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
6631,30,admin.,single,university.degree,no,yes,no,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6632,51,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.829,5076.2
6633,49,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
6634,30,admin.,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
6635,33,management,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
6636,52,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5
6637,28,admin.,divorced,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
6638,69,retired,divorced,university.degree,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
6639,27,services,single,high.school,no,no,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6
6640,53,blue-collar,single,basic.9y,no,unknown,unknown,cellular,mar,thu,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7
6641,30,admin.,single,university.degree,no,no,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
6642,32,technician,single,university.degree,no,yes,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
6643,48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
6644,24,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6645,25,student,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2
6646,31,admin.,married,high.school,no,no,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
6647,58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
6648,63,management,married,basic.4y,unknown,yes,no,cellular,nov,tue,4,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5
6649,39,technician,single,professional.course,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
6650,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099.1
6651,36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6
6652,57,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6653,32,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6654,31,admin.,married,high.school,no,no,yes,cellular,aug,mon,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2
6655,25,student,single,unknown,no,no,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
6656,60,admin.,divorced,professional.course,no,yes,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6
6657,75,retired,married,university.degree,no,yes,no,cellular,jul,thu,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6
6658,48,management,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5
6659,50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1
6660,32,technician,single,university.degree,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
6661,59,retired,married,professional.course,no,no,no,cellular,aug,fri,3,3,1,success,-1.7,94.027,-38.3,0.905,4991.6
6662,29,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
6663,28,technician,single,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
6664,49,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
6665,60,retired,married,high.school,no,no,no,cellular,may,thu,3,6,1,success,-1.8,93.876,-40.0,0.699,5008.7
6666,52,management,married,high.school,no,yes,yes,cellular,aug,tue,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2
6667,64,housemaid,married,unknown,no,yes,no,telephone,may,wed,3,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7
6668,76,retired,single,basic.4y,no,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5
6669,47,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
6670,54,retired,married,professional.course,unknown,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2
6671,36,admin.,single,high.school,no,yes,no,cellular,aug,fri,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2
6672,49,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
6673,57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
6674,47,admin.,single,university.degree,no,no,no,cellular,oct,mon,3,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6
6675,25,technician,single,professional.course,no,yes,no,cellular,nov,fri,2,19,1,success,-1.1,94.767,-50.8,1.04,4963.6
6676,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
6677,44,services,married,unknown,no,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6678,50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
6679,45,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6680,21,student,single,high.school,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5
6681,33,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
6682,59,unknown,married,unknown,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
6683,49,technician,married,unknown,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
6684,49,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
6685,33,admin.,single,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
6686,41,admin.,married,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
6687,57,technician,married,professional.course,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
6688,47,admin.,married,high.school,no,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
6689,47,management,married,university.degree,no,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5
6690,37,technician,married,university.degree,no,yes,no,cellular,oct,wed,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5
6691,35,student,single,university.degree,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
6692,34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
6693,44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,2,6,1,success,-3.4,92.649,-30.1,0.719,5017.5
6694,27,admin.,single,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2
6695,30,services,single,high.school,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6696,33,blue-collar,single,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
6697,39,services,married,high.school,no,yes,no,cellular,may,thu,2,6,3,success,-1.8,93.876,-40.0,0.683,5008.7
6698,34,technician,single,university.degree,no,yes,yes,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
6699,28,management,married,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
6700,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6
6701,44,services,divorced,high.school,no,no,no,cellular,may,mon,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
6702,31,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
6703,30,technician,single,university.degree,no,yes,no,cellular,sep,fri,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6
6704,30,services,single,high.school,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
6705,33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
6706,32,unemployed,married,professional.course,no,yes,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8
6707,33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
6708,82,housemaid,married,basic.4y,no,no,no,telephone,sep,tue,3,3,2,success,-1.1,94.199,-37.5,0.877,4963.6
6709,31,admin.,married,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
6710,55,unknown,married,basic.4y,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6711,56,retired,married,high.school,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2
6712,61,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1
6713,44,management,married,university.degree,no,no,no,cellular,aug,tue,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2
6714,32,blue-collar,married,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
6715,36,management,married,university.degree,no,unknown,unknown,cellular,sep,wed,1,6,4,failure,-1.1,94.199,-37.5,0.876,4963.6
6716,30,student,single,high.school,no,no,no,cellular,mar,fri,5,10,2,failure,-1.8,92.843,-50.0,1.64,5099.1
6717,46,services,married,basic.9y,no,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
6718,30,services,single,high.school,no,yes,no,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6719,52,retired,married,basic.4y,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
6720,31,technician,married,university.degree,no,no,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6
6721,35,services,married,professional.course,no,yes,no,cellular,apr,thu,2,6,1,success,-1.8,93.749,-34.6,0.644,5008.7
6722,57,retired,married,basic.4y,no,yes,yes,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
6723,41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5
6724,31,technician,married,university.degree,no,no,no,cellular,sep,thu,1,3,1,success,-1.1,94.199,-37.5,0.878,4963.6
6725,36,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7
6726,52,management,married,high.school,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
6727,30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
6728,21,student,single,high.school,no,yes,yes,cellular,jun,wed,2,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6
6729,31,services,married,basic.9y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6730,28,services,divorced,high.school,unknown,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
6731,50,admin.,married,university.degree,no,yes,no,cellular,nov,mon,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5
6732,50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
6733,52,technician,married,professional.course,no,yes,no,cellular,nov,fri,1,3,1,success,-3.4,92.649,-30.1,0.714,5017.5
6734,33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
6735,55,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
6736,30,admin.,single,professional.course,no,unknown,unknown,cellular,jun,thu,1,7,1,success,-2.9,92.963,-40.8,1.26,5076.2
6737,48,admin.,married,university.degree,no,yes,yes,cellular,aug,wed,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6
6738,35,technician,married,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6739,47,management,married,university.degree,no,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5
6740,41,admin.,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
6741,58,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
6742,38,technician,married,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
6743,41,technician,married,high.school,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
6744,61,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6745,47,admin.,single,university.degree,no,no,no,cellular,oct,mon,3,999,0,nonexistent,-1.1,94.601,-49.5,1.0,4963.6
6746,49,technician,married,unknown,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
6747,47,management,married,university.degree,no,yes,no,cellular,sep,mon,1,3,2,success,-3.4,92.379,-29.8,0.771,5017.5
6748,38,services,single,high.school,no,no,no,cellular,sep,fri,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6
6749,58,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5
6750,51,admin.,married,university.degree,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,-2.9,92.469,-33.6,0.921,5076.2
6751,35,admin.,married,high.school,unknown,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
6752,32,services,married,basic.4y,unknown,no,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
6753,45,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
6754,27,admin.,single,university.degree,no,no,no,cellular,mar,tue,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7
6755,49,technician,married,unknown,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
6756,62,management,divorced,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2
6757,59,blue-collar,married,basic.4y,unknown,no,no,cellular,jun,wed,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2
6758,39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
6759,53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
6760,67,housemaid,divorced,professional.course,no,yes,no,cellular,nov,mon,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6
6761,32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
6762,37,admin.,married,university.degree,no,no,no,telephone,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6763,43,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
6764,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1
6765,45,management,married,unknown,no,yes,no,cellular,apr,tue,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7
6766,33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
6767,49,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
6768,45,admin.,married,high.school,no,yes,no,cellular,oct,fri,3,6,1,success,-1.1,94.601,-49.5,1.029,4963.6
6769,33,management,married,professional.course,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
6770,54,admin.,single,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
6771,24,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6772,54,retired,married,professional.course,unknown,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2
6773,58,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5
6774,59,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6775,37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.706,5023.5
6776,57,admin.,married,unknown,no,yes,no,cellular,dec,wed,2,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5
6777,47,admin.,married,university.degree,no,no,no,cellular,aug,wed,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6
6778,39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
6779,51,blue-collar,married,high.school,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
6780,53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
6781,31,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
6782,42,technician,married,professional.course,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
6783,68,retired,married,university.degree,no,yes,no,cellular,jul,mon,2,999,1,failure,-1.7,94.215,-40.3,0.889,4991.6
6784,50,technician,single,university.degree,no,yes,no,telephone,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7
6785,50,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1
6786,80,retired,divorced,high.school,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5
6787,30,services,single,high.school,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
6788,27,technician,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
6789,38,management,married,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
6790,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
6791,32,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
6792,53,services,married,unknown,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2
6793,80,retired,married,basic.4y,no,no,no,cellular,may,mon,1,3,3,success,-1.8,93.876,-40.0,0.697,5008.7
6794,50,services,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
6795,47,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
6796,38,technician,married,university.degree,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
6797,38,management,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
6798,40,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
6799,33,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
6800,51,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
6801,39,technician,divorced,high.school,no,no,no,cellular,mar,mon,1,12,2,success,-1.8,93.369,-34.8,0.639,5008.7
